,Site,Year,Species,Phytometer,Neighbour,Treatment,light,carbon,WUE
1065,PTY6,2017,Phragmites,Phragmites_Typha,Typha,Competition,1500,23.1,3.15
1066,PTY6,2017,Phragmites,Phragmites_Typha,Typha,Competition,1000,20.4,3.66
1067,PTY6,2017,Phragmites,Phragmites_Typha,Typha,Competition,500,14.6,3.56
1068,PTY6,2017,Phragmites,Phragmites_Typha,Typha,Competition,200,6.1,1.65
1069,PTY6,2017,Phragmites,Phragmites_Typha,Typha,Competition,100,2,0.66
1070,PTY6,2017,Phragmites,Phragmites_Typha,Typha,Competition,50,0,0
1071,PTY6,2017,Phragmites,Phragmites_Typha,Typha,Competition,0,-1.3,-0.64
1072,PTY6CU,2017,Phragmites,Phragmites_Typha,Typha,Without competition,1500,26,3.09
1073,PTY6CU,2017,Phragmites,Phragmites_Typha,Typha,Without competition,1000,23.1,3.41
1074,PTY6CU,2017,Phragmites,Phragmites_Typha,Typha,Without competition,500,16.6,2.76
1075,PTY6CU,2017,Phragmites,Phragmites_Typha,Typha,Without competition,200,7.8,1.47
1076,PTY6CU,2017,Phragmites,Phragmites_Typha,Typha,Without competition,100,3.1,0.54
1077,PTY6CU,2017,Phragmites,Phragmites_Typha,Typha,Without competition,50,0.7,0.14
1078,PTY6CU,2017,Phragmites,Phragmites_Typha,Typha,Without competition,0,-1.1,-0.26
1079,TYP1,2017,Typha,Typha_Phragmites,Phragmites,Competition,1500,7.8,1.88
1080,TYP1,2017,Typha,Typha_Phragmites,Phragmites,Competition,1000,8.4,2.89
1081,TYP1,2017,Typha,Typha_Phragmites,Phragmites,Competition,500,6.3,1.93
1082,TYP1,2017,Typha,Typha_Phragmites,Phragmites,Competition,200,4,1.3
1083,TYP1,2017,Typha,Typha_Phragmites,Phragmites,Competition,100,1.1,0.37
1084,TYP1,2017,Typha,Typha_Phragmites,Phragmites,Competition,50,-0.5,-0.18
1085,TYP1,2017,Typha,Typha_Phragmites,Phragmites,Competition,0,-2.4,-0.9
1086,TYP1CU,2017,Typha,Typha_Phragmites,Phragmites,Without competition,1500,6.7,1.47
1087,TYP1CU,2017,Typha,Typha_Phragmites,Phragmites,Without competition,1000,5.7,1.64
1088,TYP1CU,2017,Typha,Typha_Phragmites,Phragmites,Without competition,500,3.9,1.28
1089,TYP1CU,2017,Typha,Typha_Phragmites,Phragmites,Without competition,200,1.9,0.77
1090,TYP1CU,2017,Typha,Typha_Phragmites,Phragmites,Without competition,100,0.3,0.15
1091,TYP1CU,2017,Typha,Typha_Phragmites,Phragmites,Without competition,50,-1.1,-0.62
1092,TYP1CU,2017,Typha,Typha_Phragmites,Phragmites,Without competition,0,-2.7,-1.66
1093,TYP2,2017,Typha,Typha_Phragmites,Phragmites,Competition,1500,13.3,1.61
1094,TYP2,2017,Typha,Typha_Phragmites,Phragmites,Competition,1000,14.7,2.39
1095,TYP2,2017,Typha,Typha_Phragmites,Phragmites,Competition,500,12.1,2.01
1096,TYP2,2017,Typha,Typha_Phragmites,Phragmites,Competition,200,5.7,1.01
1097,TYP2,2017,Typha,Typha_Phragmites,Phragmites,Competition,100,1.8,0.33
1098,TYP2,2017,Typha,Typha_Phragmites,Phragmites,Competition,50,-0.1,-0.02
1099,TYP2,2017,Typha,Typha_Phragmites,Phragmites,Competition,0,-1.6,-0.32
1100,TYP2CU,2017,Typha,Typha_Phragmites,Phragmites,Without competition,1500,18.9,1.87
1101,TYP2CU,2017,Typha,Typha_Phragmites,Phragmites,Without competition,1000,19,2.44
1102,TYP2CU,2017,Typha,Typha_Phragmites,Phragmites,Without competition,500,14.6,2
1103,TYP2CU,2017,Typha,Typha_Phragmites,Phragmites,Without competition,200,4.6,0.67
1104,TYP2CU,2017,Typha,Typha_Phragmites,Phragmites,Without competition,100,1.8,0.32
1105,TYP2CU,2017,Typha,Typha_Phragmites,Phragmites,Without competition,50,-0.7,-0.13
1106,TYP2CU,2017,Typha,Typha_Phragmites,Phragmites,Without competition,0,-1.9,-0.4
1107,TYP3,2017,Typha,Typha_Phragmites,Phragmites,Competition,1500,17.7,2.14
1108,TYP3,2017,Typha,Typha_Phragmites,Phragmites,Competition,1000,16.2,2.6
1109,TYP3,2017,Typha,Typha_Phragmites,Phragmites,Competition,500,13.1,2.18
1110,TYP3,2017,Typha,Typha_Phragmites,Phragmites,Competition,200,6,1.08
1111,TYP3,2017,Typha,Typha_Phragmites,Phragmites,Competition,100,2.1,0.42
1112,TYP3,2017,Typha,Typha_Phragmites,Phragmites,Competition,50,-0.3,-0.07
1113,TYP3,2017,Typha,Typha_Phragmites,Phragmites,Competition,0,-1.5,-0.41
1114,TYP3CU,2017,Typha,Typha_Phragmites,Phragmites,Without competition,1500,20.7,1.9
1115,TYP3CU,2017,Typha,Typha_Phragmites,Phragmites,Without competition,1000,20.7,2.35
1116,TYP3CU,2017,Typha,Typha_Phragmites,Phragmites,Without competition,500,14.9,1.95
1117,TYP3CU,2017,Typha,Typha_Phragmites,Phragmites,Without competition,200,6.7,0.98
1118,TYP3CU,2017,Typha,Typha_Phragmites,Phragmites,Without competition,100,2.4,0.37
1119,TYP3CU,2017,Typha,Typha_Phragmites,Phragmites,Without competition,50,0.6,0.1
1120,TYP3CU,2017,Typha,Typha_Phragmites,Phragmites,Without competition,0,-0.4,-0.07
1121,TYP4,2017,Typha,Typha_Phragmites,Phragmites,Competition,1500,21.3,2.45
1122,TYP4,2017,Typha,Typha_Phragmites,Phragmites,Competition,1000,20.5,3.09
1123,TYP4,2017,Typha,Typha_Phragmites,Phragmites,Competition,500,15.6,2.45
1124,TYP4,2017,Typha,Typha_Phragmites,Phragmites,Competition,200,6.7,1.14
1125,TYP4,2017,Typha,Typha_Phragmites,Phragmites,Competition,100,2.4,0.44
1126,TYP4,2017,Typha,Typha_Phragmites,Phragmites,Competition,50,0,0
1127,TYP4,2017,Typha,Typha_Phragmites,Phragmites,Competition,0,-1.4,-0.3
1128,TYP4CU,2017,Typha,Typha_Phragmites,Phragmites,Without competition,1500,23.8,2.07
1129,TYP4CU,2017,Typha,Typha_Phragmites,Phragmites,Without competition,1000,22,2.63
1130,TYP4CU,2017,Typha,Typha_Phragmites,Phragmites,Without competition,500,16.4,1.97
1131,TYP4CU,2017,Typha,Typha_Phragmites,Phragmites,Without competition,200,6.3,0.8
1132,TYP4CU,2017,Typha,Typha_Phragmites,Phragmites,Without competition,100,1.5,0.2
1133,TYP4CU,2017,Typha,Typha_Phragmites,Phragmites,Without competition,50,-0.1,-0.01
1134,TYP4CU,2017,Typha,Typha_Phragmites,Phragmites,Without competition,0,-1.2,-0.18
1135,TYP5,2017,Typha,Typha_Phragmites,Phragmites,Competition,1500,22.6,1.91
1136,TYP5,2017,Typha,Typha_Phragmites,Phragmites,Competition,1000,21.5,2.25
1137,TYP5,2017,Typha,Typha_Phragmites,Phragmites,Competition,500,16.4,1.85
1138,TYP5,2017,Typha,Typha_Phragmites,Phragmites,Competition,200,7,0.83
1139,TYP5,2017,Typha,Typha_Phragmites,Phragmites,Competition,100,2.6,0.33
1140,TYP5,2017,Typha,Typha_Phragmites,Phragmites,Competition,50,0.2,0.03
1141,TYP5,2017,Typha,Typha_Phragmites,Phragmites,Competition,0,-1.2,-0.17
1142,TYP5CU,2017,Typha,Typha_Phragmites,Phragmites,Without competition,1500,21.3,2.22
1143,TYP5CU,2017,Typha,Typha_Phragmites,Phragmites,Without competition,1000,18.4,2.51
1144,TYP5CU,2017,Typha,Typha_Phragmites,Phragmites,Without competition,500,13.4,2.08
1145,TYP5CU,2017,Typha,Typha_Phragmites,Phragmites,Without competition,200,6.5,1.19
1146,TYP5CU,2017,Typha,Typha_Phragmites,Phragmites,Without competition,100,2.4,0.49
1147,TYP5CU,2017,Typha,Typha_Phragmites,Phragmites,Without competition,50,0.1,0.02
1148,TYP5CU,2017,Typha,Typha_Phragmites,Phragmites,Without competition,0,-1.4,-0.34
1149,TYP6,2017,Typha,Typha_Phragmites,Phragmites,Competition,1500,22.3,2.17
1150,TYP6,2017,Typha,Typha_Phragmites,Phragmites,Competition,1000,22.8,2.92
1151,TYP6,2017,Typha,Typha_Phragmites,Phragmites,Competition,500,17.2,2.55
1152,TYP6,2017,Typha,Typha_Phragmites,Phragmites,Competition,200,7.8,1.15
1153,TYP6,2017,Typha,Typha_Phragmites,Phragmites,Competition,100,3.5,0.58
1154,TYP6,2017,Typha,Typha_Phragmites,Phragmites,Competition,50,2.1,0.38
1155,TYP6,2017,Typha,Typha_Phragmites,Phragmites,Competition,0,0.8,0.16
1156,TYP6CU,2017,Typha,Typha_Phragmites,Phragmites,Without competition,1500,24,2.04
1157,TYP6CU,2017,Typha,Typha_Phragmites,Phragmites,Without competition,1000,22.2,2.27
1158,TYP6CU,2017,Typha,Typha_Phragmites,Phragmites,Without competition,500,17,1.89
1159,TYP6CU,2017,Typha,Typha_Phragmites,Phragmites,Without competition,200,7.1,0.83
1160,TYP6CU,2017,Typha,Typha_Phragmites,Phragmites,Without competition,100,2.7,0.34
1161,TYP6CU,2017,Typha,Typha_Phragmites,Phragmites,Without competition,50,0.2,0.03
1162,TYP6CU,2017,Typha,Typha_Phragmites,Phragmites,Without competition,0,-1.4,-0.21
